<TICKER>;<PER>;<DATE>;<TIME>;<LAST>;<VOL>
SBER;0;20260413;082310;317.72;13
SBER;0;20260413;082311;317.72;1
SBER;0;20260413;082311;317.71;47
SBER;0;20260413;082311;317.71;13
SBER;0;20260413;082313;317.71;35
SBER;0;20260413;082321;317.72;5
SBER;0;20260413;082324;317.72;10
SBER;0;20260413;082328;317.71;8
SBER;0;20260413;082336;317.72;1
SBER;0;20260413;082337;317.71;3
SBER;0;20260413;082338;317.71;33
SBER;0;20260413;082341;317.72;106
SBER;0;20260413;082341;317.72;1
SBER;0;20260413;082341;317.72;447
SBER;0;20260413;082341;317.73;68
SBER;0;20260413;082341;317.73;1
SBER;0;20260413;082342;317.73;1
SBER;0;20260413;082347;317.72;1
SBER;0;20260413;082347;317.72;3
SBER;0;20260413;082348;317.72;4
SBER;0;20260413;082349;317.72;2
SBER;0;20260413;082350;317.72;15
SBER;0;20260413;082351;317.73;1
SBER;0;20260413;082351;317.73;1
SBER;0;20260413;082352;317.72;11
SBER;0;20260413;082353;317.72;10
SBER;0;20260413;082355;317.73;15
SBER;0;20260413;082359;317.73;2
SBER;0;20260413;082401;317.73;1
SBER;0;20260413;082401;317.73;1
SBER;0;20260413;082402;317.73;1
SBER;0;20260413;082402;317.73;3
SBER;0;20260413;082404;317.73;6
SBER;0;20260413;082406;317.73;1
SBER;0;20260413;082409;317.73;1600
SBER;0;20260413;082413;317.73;1
SBER;0;20260413;082416;317.72;10
SBER;0;20260413;082420;317.73;1
SBER;0;20260413;082421;317.73;6
SBER;0;20260413;082421;317.73;1
SBER;0;20260413;082422;317.73;2
SBER;0;20260413;082425;317.73;2
SBER;0;20260413;082426;317.73;1
SBER;0;20260413;082440;317.72;25
SBER;0;20260413;082440;317.73;1
SBER;0;20260413;082444;317.72;5
SBER;0;20260413;082447;317.73;1
SBER;0;20260413;082450;317.73;3
SBER;0;20260413;082452;317.73;189
SBER;0;20260413;082452;317.72;10
SBER;0;20260413;082456;317.73;6
SBER;0;20260413;082457;317.73;3
SBER;0;20260413;082457;317.73;10
SBER;0;20260413;082457;317.73;10
SBER;0;20260413;082457;317.73;950
