<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SBER;5;20260105;070000;299.99;300.12;298.96;299.08;361588
SBER;5;20260105;070500;299.06;299.26;298.87;298.98;65932
SBER;5;20260105;071000;298.98;299.22;298.77;299.21;144947
SBER;5;20260105;071500;299.21;299.34;299.04;299.22;41494
SBER;5;20260105;072000;299.22;299.24;298.93;298.96;26382
SBER;5;20260105;072500;298.96;299.28;298.93;299.21;65282
SBER;5;20260105;073000;299.19;299.21;298.99;299.04;26491
SBER;5;20260105;073500;299.04;299.15;298.65;299.11;99429
SBER;5;20260105;074000;299.08;299.11;298.75;298.86;57970
SBER;5;20260105;074500;298.85;299;298.63;299;61962
SBER;5;20260105;075000;299;299.09;298.79;298.79;52114
SBER;5;20260105;075500;298.79;298.8;298.51;298.65;90339
SBER;5;20260105;080000;298.65;298.73;298.56;298.72;35696
SBER;5;20260105;080500;298.69;298.79;298.67;298.79;40739
SBER;5;20260105;081000;298.79;298.9;298.73;298.89;41737
SBER;5;20260105;081500;298.89;299;298.86;298.98;25904
SBER;5;20260105;082000;298.98;299.03;298.92;298.94;25778
SBER;5;20260105;082500;298.94;299.18;298.94;299.18;27083
SBER;5;20260105;083000;299.18;299.18;298.57;298.7;192938
SBER;5;20260105;083500;298.76;299.01;298.7;298.94;41445
SBER;5;20260105;084000;298.94;298.94;298.76;298.9;35742
SBER;5;20260105;084500;298.9;299.09;298.88;299.05;33013
SBER;5;20260105;085000;299.05;299.12;298.81;299;26537
SBER;5;20260105;085500;298.99;299.02;298.89;298.99;19471
SBER;5;20260105;090000;298.98;299;298.1;298.11;512343
SBER;5;20260105;090500;298.12;298.13;297.57;297.8;501266
SBER;5;20260105;091000;297.8;297.88;297.75;297.88;110959
SBER;5;20260105;091500;297.87;298.02;297.78;297.78;114621
SBER;5;20260105;092000;297.8;297.83;297.6;297.68;134887
SBER;5;20260105;092500;297.68;297.72;297.28;297.41;364423
SBER;5;20260105;093000;297.4;297.46;297.21;297.4;215368
SBER;5;20260105;093500;297.4;297.44;297.25;297.44;122108
SBER;5;20260105;094000;297.43;297.71;297.43;297.59;99823
SBER;5;20260105;094500;297.59;297.67;297.41;297.65;106099
SBER;5;20260105;095000;297.64;297.67;297.46;297.47;113598
SBER;5;20260105;095500;297.47;297.7;297.44;297.67;108529
SBER;5;20260105;100000;297.67;297.67;296.64;296.66;673514
SBER;5;20260105;100500;296.66;297.34;296.21;297.25;518131
SBER;5;20260105;101000;297.26;297.3;296.93;297.12;295580
SBER;5;20260105;101500;297.13;297.13;296.8;297.01;115568
SBER;5;20260105;102000;297.01;297.25;296.89;297.25;131471
SBER;5;20260105;102500;297.25;297.28;297.1;297.23;93916
SBER;5;20260105;103000;297.22;297.23;297.11;297.18;65613
SBER;5;20260105;103500;297.18;297.29;297.14;297.24;71970
SBER;5;20260105;104000;297.23;297.37;297.15;297.37;102919
SBER;5;20260105;104500;297.36;297.65;297.28;297.61;146228
SBER;5;20260105;105000;297.62;297.76;297.55;297.67;90312
SBER;5;20260105;105500;297.67;297.89;297.43;297.7;212182
SBER;5;20260105;110000;297.71;297.71;297.45;297.56;102744
SBER;5;20260105;110500;297.57;297.77;297.49;297.74;62527
SBER;5;20260105;111000;297.74;297.75;297.45;297.6;208062
SBER;5;20260105;111500;297.6;297.71;297.46;297.51;282474
SBER;5;20260105;112000;297.51;297.69;297.45;297.6;87454
SBER;5;20260105;112500;297.6;297.61;297.39;297.4;127770
SBER;5;20260105;113000;297.4;297.7;297.37;297.48;303200
SBER;5;20260105;113500;297.47;297.52;297.3;297.37;155218
SBER;5;20260105;114000;297.37;297.4;297.23;297.26;137027
SBER;5;20260105;114500;297.26;297.26;297.07;297.1;216033
SBER;5;20260105;115000;297.1;297.25;297;297.02;309505
SBER;5;20260105;115500;297.02;297.53;297.01;297.53;216848
SBER;5;20260105;120000;297.53;297.69;297.38;297.46;106107
SBER;5;20260105;120500;297.46;297.55;297.4;297.46;61839
SBER;5;20260105;121000;297.46;297.57;297.27;297.28;35979
SBER;5;20260105;121500;297.28;297.42;297.27;297.34;48676
SBER;5;20260105;122000;297.33;297.64;297.31;297.53;50290
SBER;5;20260105;122500;297.53;297.74;297.48;297.68;95226
SBER;5;20260105;123000;297.68;297.82;297.6;297.81;85819
SBER;5;20260105;123500;297.81;297.96;297.63;297.95;113744
SBER;5;20260105;124000;297.95;297.96;297.65;297.87;206066
SBER;5;20260105;124500;297.87;297.9;297.75;297.83;98215
SBER;5;20260105;125000;297.84;297.96;297.8;297.91;53412
SBER;5;20260105;125500;297.91;297.97;297.78;297.9;51185
SBER;5;20260105;130000;297.9;297.9;297.75;297.75;75490
SBER;5;20260105;130500;297.75;297.77;297.6;297.68;55503
SBER;5;20260105;131000;297.69;297.85;297.69;297.83;15459
SBER;5;20260105;131500;297.83;297.87;297.78;297.83;23733
SBER;5;20260105;132000;297.83;297.97;297.82;297.97;24536
SBER;5;20260105;132500;297.97;297.97;297.95;297.96;26242
SBER;5;20260105;133000;297.95;298.27;297.95;298.12;115719
SBER;5;20260105;133500;298.13;298.13;297.84;298.01;68708
SBER;5;20260105;134000;298.02;298.09;297.98;298.06;22962
SBER;5;20260105;134500;298.06;298.1;298;298.1;40834
SBER;5;20260105;135000;298.1;298.3;298.08;298.3;52325
SBER;5;20260105;135500;298.3;298.33;297.99;298.06;68653
SBER;5;20260105;140000;298.06;298.24;298.06;298.23;9807
SBER;5;20260105;140500;298.24;298.26;297.75;298.01;132880
SBER;5;20260105;141000;298.05;298.46;298.02;298.4;99552
SBER;5;20260105;141500;298.4;298.42;298.28;298.4;42585
SBER;5;20260105;142000;298.4;298.42;298.26;298.35;24184
SBER;5;20260105;142500;298.36;298.38;298.15;298.21;29909
SBER;5;20260105;143000;298.26;298.33;298.24;298.25;25108
SBER;5;20260105;143500;298.25;298.37;298.24;298.33;16801
SBER;5;20260105;144000;298.34;298.34;298.15;298.23;30061
SBER;5;20260105;144500;298.24;298.28;298.12;298.19;47408
SBER;5;20260105;145000;298.19;298.42;298.18;298.35;21941
SBER;5;20260105;145500;298.35;298.35;298.3;298.31;15624
SBER;5;20260105;150000;298.3;298.42;297.93;298.06;72060
SBER;5;20260105;150500;298.04;298.18;297.96;298.15;52909
SBER;5;20260105;151000;298.15;298.17;298.14;298.17;13590
SBER;5;20260105;151500;298.17;298.35;298.17;298.35;25475
SBER;5;20260105;152000;298.35;298.38;298.25;298.33;24992
SBER;5;20260105;152500;298.33;298.38;298.31;298.38;38172
SBER;5;20260105;153000;298.38;298.38;298.29;298.35;16724
SBER;5;20260105;153500;298.34;298.36;298.29;298.35;11116
SBER;5;20260105;154000;298.34;298.35;298.3;298.34;11686
SBER;5;20260105;154500;298.35;298.36;298.25;298.31;25455
SBER;5;20260105;155000;298.29;298.35;298.29;298.34;11741
SBER;5;20260105;155500;298.34;298.35;298.25;298.27;50862
SBER;5;20260105;160000;298.27;298.46;298.24;298.4;203418
SBER;5;20260105;160500;298.4;298.5;298.28;298.31;53353
SBER;5;20260105;161000;298.31;298.36;298.28;298.29;16120
SBER;5;20260105;161500;298.29;298.29;298.2;298.23;48172
SBER;5;20260105;162000;298.23;298.23;298.15;298.21;45756
SBER;5;20260105;162500;298.21;298.23;298.12;298.18;22109
SBER;5;20260105;163000;298.18;298.5;298.17;298.39;49712
SBER;5;20260105;163500;298.4;298.43;298.3;298.42;59955
SBER;5;20260105;164000;298.42;298.47;298.36;298.4;29639
SBER;5;20260105;164500;298.4;298.41;298.29;298.4;22844
SBER;5;20260105;165000;298.41;298.41;298.3;298.33;11292
SBER;5;20260105;165500;298.32;298.45;298.31;298.4;25121
SBER;5;20260105;170000;298.4;298.45;298.38;298.38;32595
SBER;5;20260105;170500;298.4;298.69;298.4;298.62;61574
SBER;5;20260105;171000;298.62;298.71;298.56;298.67;42290
SBER;5;20260105;171500;298.67;298.87;298.67;298.73;68737
SBER;5;20260105;172000;298.73;299;298.7;298.84;167318
SBER;5;20260105;172500;298.84;298.95;298.76;298.79;44136
SBER;5;20260105;173000;298.78;298.99;298.78;298.83;38445
SBER;5;20260105;173500;298.83;298.95;298.76;298.84;29185
SBER;5;20260105;174000;298.84;298.96;298.65;298.71;70036
SBER;5;20260105;174500;298.74;299.05;298.71;299.04;93094
SBER;5;20260105;175000;299.04;299.28;299;299.2;86768
SBER;5;20260105;175500;299.2;299.26;299.03;299.05;41391
SBER;5;20260105;180000;299.04;299.2;299.02;299.05;42050
SBER;5;20260105;180500;299.04;299.15;298.95;299.02;44317
SBER;5;20260105;181000;299.03;299.19;299;299.15;29132
SBER;5;20260105;181500;299.16;299.23;299.06;299.2;30540
SBER;5;20260105;182000;299.22;299.3;299.14;299.28;127546
SBER;5;20260105;182500;299.29;299.29;299.26;299.28;83242
SBER;5;20260105;183000;299.28;299.31;299.27;299.27;71215
SBER;5;20260105;183500;299.27;299.29;299.17;299.27;45547
SBER;5;20260105;184500;299;299;299;299;45821
SBER;5;20260105;190000;298.99;299.27;298.79;299.22;50469
SBER;5;20260105;190500;299.2;299.27;299;299.1;65741
SBER;5;20260105;191000;299.08;299.22;299.04;299.15;28232
SBER;5;20260105;191500;299.15;299.16;299.01;299.03;7373
SBER;5;20260105;192000;299.03;299.06;298.8;298.85;144439
SBER;5;20260105;192500;298.85;299.06;298.78;299.05;275111
SBER;5;20260105;193000;299.05;299.07;299;299.01;12914
SBER;5;20260105;193500;299;299.08;299;299.05;13792
SBER;5;20260105;194000;299.05;299.06;299.03;299.06;23581
SBER;5;20260105;194500;299.06;299.06;298.85;299.02;27980
SBER;5;20260105;195000;299.02;299.02;298.91;298.95;13405
SBER;5;20260105;195500;298.96;298.96;298.88;298.9;7992
SBER;5;20260105;200000;298.9;298.96;298.68;298.87;61890
SBER;5;20260105;200500;298.85;298.97;298.8;298.8;17769
SBER;5;20260105;201000;298.81;298.98;298.8;298.82;104463
SBER;5;20260105;201500;298.82;298.83;298.67;298.71;27203
SBER;5;20260105;202000;298.7;298.98;298.7;298.95;24831
SBER;5;20260105;202500;298.95;298.95;298.73;298.77;22055
SBER;5;20260105;203000;298.77;298.93;298.75;298.93;9455
SBER;5;20260105;203500;298.93;298.99;298.89;298.95;7211
SBER;5;20260105;204000;298.95;298.98;298.79;298.91;8174
SBER;5;20260105;204500;298.92;298.98;298.8;298.82;37615
SBER;5;20260105;205000;298.82;298.9;298.8;298.9;8472
SBER;5;20260105;205500;298.89;298.9;298.76;298.77;5936
SBER;5;20260105;210000;298.76;298.82;298.76;298.82;3100
SBER;5;20260105;210500;298.82;298.89;298.8;298.83;40990
SBER;5;20260105;211000;298.84;298.87;298.68;298.74;22544
SBER;5;20260105;211500;298.73;298.84;298.72;298.84;109629
SBER;5;20260105;212000;298.83;298.88;298.83;298.87;4403
SBER;5;20260105;212500;298.86;298.9;298.85;298.9;11005
SBER;5;20260105;213000;298.9;299.03;298.89;299.02;27054
SBER;5;20260105;213500;299.02;299.02;298.95;299;12073
SBER;5;20260105;214000;299;299;298.98;298.99;9378
SBER;5;20260105;214500;298.99;299;298.98;298.99;4635
SBER;5;20260105;215000;298.98;298.99;298.88;298.93;10372
SBER;5;20260105;215500;298.93;298.94;298.88;298.89;7220
SBER;5;20260105;220000;298.89;298.92;298.85;298.92;8019
SBER;5;20260105;220500;298.92;298.92;298.85;298.88;8999
SBER;5;20260105;221000;298.88;298.93;298.87;298.93;4095
SBER;5;20260105;221500;298.93;298.93;298.88;298.91;7450
SBER;5;20260105;222000;298.9;298.91;298.86;298.89;2246
SBER;5;20260105;222500;298.9;298.9;298.85;298.86;6447
SBER;5;20260105;223000;298.86;298.86;298.84;298.85;14999
SBER;5;20260105;223500;298.85;298.85;298.75;298.79;13231
SBER;5;20260105;224000;298.79;298.88;298.63;298.72;200931
SBER;5;20260105;224500;298.73;298.87;298.62;298.8;270730
SBER;5;20260105;225000;298.76;298.8;298.74;298.74;15098
SBER;5;20260105;225500;298.74;298.75;298.68;298.72;30248
SBER;5;20260105;230000;298.71;298.83;298.65;298.74;21756
SBER;5;20260105;230500;298.74;298.82;298.71;298.79;29303
SBER;5;20260105;231000;298.79;298.79;298.57;298.65;75068
SBER;5;20260105;231500;298.65;298.73;298.59;298.73;16432
SBER;5;20260105;232000;298.73;298.74;298.6;298.6;15779
SBER;5;20260105;232500;298.6;298.82;298.59;298.82;46405
SBER;5;20260105;233000;298.82;298.82;298.6;298.74;18636
SBER;5;20260105;233500;298.74;298.89;298.74;298.89;9459
SBER;5;20260105;234000;298.87;298.91;298.6;298.71;37347
SBER;5;20260105;234500;298.62;298.8;298.62;298.78;42415
SBER;5;20260106;070000;298.92;299.23;298.9;299.2;74758
SBER;5;20260106;070500;299.23;299.25;299.05;299.18;20478
SBER;5;20260106;071000;299.17;299.2;299.14;299.19;9189
SBER;5;20260106;071500;299.19;299.38;299.19;299.38;99887
SBER;5;20260106;072000;299.38;299.41;299.14;299.19;22314
SBER;5;20260106;072500;299.17;299.27;299.15;299.2;8083
SBER;5;20260106;073000;299.2;299.37;299.17;299.34;6011
SBER;5;20260106;073500;299.34;299.36;299.3;299.34;3244
SBER;5;20260106;074000;299.34;299.36;299.31;299.36;3144
SBER;5;20260106;074500;299.36;299.67;299.36;299.61;41120
SBER;5;20260106;075000;299.62;299.62;299.12;299.37;63132
SBER;5;20260106;075500;299.36;299.5;299.29;299.48;12717
SBER;5;20260106;080000;299.45;299.53;299.45;299.52;4018
SBER;5;20260106;080500;299.52;299.59;299.39;299.59;16083
SBER;5;20260106;081000;299.57;299.63;299.57;299.62;6387
SBER;5;20260106;081500;299.62;299.65;299.55;299.57;10728
SBER;5;20260106;082000;299.57;299.57;299.22;299.29;70527
SBER;5;20260106;082500;299.29;299.29;299.12;299.19;19831
SBER;5;20260106;083000;299.19;299.24;299.16;299.23;3418
SBER;5;20260106;083500;299.19;299.23;299.19;299.23;4558
SBER;5;20260106;084000;299.22;299.28;299.22;299.28;4018
SBER;5;20260106;084500;299.27;299.28;299.25;299.25;6312
SBER;5;20260106;085000;299.25;299.29;299.25;299.25;1392
SBER;5;20260106;085500;299.26;299.26;299.25;299.25;5047
SBER;5;20260106;090000;299.25;299.29;298.97;299.29;103507
SBER;5;20260106;090500;299.29;299.3;299.15;299.17;14998
SBER;5;20260106;091000;299.16;299.32;299.04;299.2;49775
SBER;5;20260106;091500;299.21;299.39;299.2;299.39;15789
SBER;5;20260106;092000;299.4;299.77;299.39;299.57;68142
SBER;5;20260106;092500;299.57;299.68;299.44;299.57;33065
SBER;5;20260106;093000;299.57;299.65;299.47;299.64;43294
SBER;5;20260106;093500;299.63;299.66;299.56;299.64;44478
SBER;5;20260106;094000;299.64;299.65;299.63;299.64;28124
SBER;5;20260106;094500;299.64;299.64;299.5;299.5;42166
SBER;5;20260106;095000;299.5;299.63;299.49;299.61;20225
SBER;5;20260106;095500;299.61;299.62;299.5;299.62;29853
SBER;5;20260106;100000;299.62;299.62;299.28;299.39;257703
SBER;5;20260106;100500;299.39;299.52;299.24;299.39;84323
SBER;5;20260106;101000;299.38;299.44;299.1;299.44;122108
SBER;5;20260106;101500;299.43;299.43;299.25;299.26;15067
SBER;5;20260106;102000;299.26;299.26;299.05;299.23;90915
SBER;5;20260106;102500;299.23;299.25;299.06;299.07;43745
SBER;5;20260106;103000;299.07;299.24;299.05;299.19;28554
SBER;5;20260106;103500;299.19;299.39;299.18;299.36;33426
SBER;5;20260106;104000;299.36;299.39;299.22;299.32;18892
SBER;5;20260106;104500;299.32;299.38;299.31;299.37;8260
SBER;5;20260106;105000;299.37;299.4;299.27;299.35;18070
SBER;5;20260106;105500;299.36;299.47;299.3;299.31;57697
SBER;5;20260106;110000;299.31;299.32;299.29;299.3;7569
SBER;5;20260106;110500;299.3;299.43;299.12;299.33;78237
SBER;5;20260106;111000;299.35;299.38;299.31;299.37;22571
SBER;5;20260106;111500;299.37;299.52;299.33;299.46;49533
SBER;5;20260106;112000;299.47;299.51;299.4;299.41;15510
SBER;5;20260106;112500;299.4;299.6;299.4;299.53;86378
SBER;5;20260106;113000;299.51;299.62;299.42;299.47;55042
SBER;5;20260106;113500;299.49;299.56;299.42;299.53;14948
SBER;5;20260106;114000;299.48;299.53;299.45;299.51;26621
SBER;5;20260106;114500;299.5;299.68;299.49;299.68;32636
SBER;5;20260106;115000;299.67;299.7;299.64;299.69;22124
SBER;5;20260106;115500;299.7;299.73;299.68;299.72;58202
SBER;5;20260106;120000;299.71;299.94;299.68;299.86;80250
SBER;5;20260106;120500;299.88;299.94;299.73;299.77;61596
SBER;5;20260106;121000;299.75;299.81;299.53;299.54;44839
SBER;5;20260106;121500;299.55;299.67;299.52;299.56;21007
SBER;5;20260106;122000;299.56;299.64;299.52;299.6;21689
SBER;5;20260106;122500;299.64;299.75;299.6;299.75;26661
SBER;5;20260106;123000;299.74;299.75;299.56;299.69;15054
SBER;5;20260106;123500;299.69;299.7;299.66;299.67;3949
SBER;5;20260106;124000;299.67;299.69;299.6;299.62;13259
SBER;5;20260106;124500;299.62;299.65;299.59;299.6;37358
SBER;5;20260106;125000;299.6;299.6;299.54;299.58;17824
SBER;5;20260106;125500;299.59;299.6;299.44;299.46;38458
SBER;5;20260106;130000;299.46;299.46;299.3;299.38;57589
SBER;5;20260106;130500;299.36;299.48;299.34;299.42;29434
SBER;5;20260106;131000;299.42;299.44;299.36;299.42;4253
SBER;5;20260106;131500;299.4;299.44;299.35;299.42;10773
SBER;5;20260106;132000;299.41;299.46;299.41;299.44;7500
SBER;5;20260106;132500;299.44;299.47;299.4;299.46;5838
SBER;5;20260106;133000;299.46;299.58;299.43;299.54;23903
SBER;5;20260106;133500;299.53;299.58;299.5;299.56;11176
SBER;5;20260106;134000;299.58;299.61;299.56;299.59;11630
SBER;5;20260106;134500;299.6;299.63;299.52;299.54;11120
SBER;5;20260106;135000;299.54;299.54;299.47;299.5;14920
SBER;5;20260106;135500;299.5;299.5;299.48;299.5;41120
SBER;5;20260106;140000;299.5;299.56;299.42;299.48;42918
SBER;5;20260106;140500;299.48;299.52;299.34;299.36;20288
SBER;5;20260106;141000;299.36;299.36;299.3;299.33;12186
SBER;5;20260106;141500;299.33;299.35;299.1;299.11;79597
SBER;5;20260106;142000;299.1;299.25;299.05;299.18;70586
SBER;5;20260106;142500;299.2;299.2;299.07;299.17;14835
SBER;5;20260106;143000;299.17;299.18;299.15;299.18;15769
SBER;5;20260106;143500;299.17;299.18;299.17;299.18;12714
SBER;5;20260106;144000;299.18;299.18;299.14;299.18;11626
SBER;5;20260106;144500;299.17;299.18;299.01;299.1;52903
SBER;5;20260106;145000;299.1;299.18;299.1;299.16;15179
SBER;5;20260106;145500;299.17;299.18;299.12;299.14;17400
SBER;5;20260106;150000;299.13;299.14;299;299.02;173806
SBER;5;20260106;150500;299.01;299.02;298.73;298.76;118854
SBER;5;20260106;151000;298.75;298.75;298.63;298.72;148253
SBER;5;20260106;151500;298.73;298.81;298.71;298.79;51168
SBER;5;20260106;152000;298.79;298.88;298.78;298.85;41920
SBER;5;20260106;152500;298.85;299.1;298.85;299.1;30021
SBER;5;20260106;153000;299.09;299.19;298.99;299.16;75550
SBER;5;20260106;153500;299.15;299.28;299.09;299.25;59244
SBER;5;20260106;154000;299.24;299.31;299.2;299.25;22145
SBER;5;20260106;154500;299.24;299.3;299.22;299.26;7491
SBER;5;20260106;155000;299.25;299.26;299.2;299.21;15213
SBER;5;20260106;155500;299.21;299.21;299.2;299.21;5258
SBER;5;20260106;160000;299.21;299.26;299.2;299.26;24239
SBER;5;20260106;160500;299.26;299.26;299.25;299.26;4529
SBER;5;20260106;161000;299.25;299.26;299.22;299.25;9143
SBER;5;20260106;161500;299.25;299.26;299.24;299.26;5465
SBER;5;20260106;162000;299.26;299.26;299.22;299.26;5965
SBER;5;20260106;162500;299.26;299.26;299.22;299.23;3157
SBER;5;20260106;163000;299.23;299.24;299.2;299.22;18355
SBER;5;20260106;163500;299.22;299.23;299.2;299.21;46167
SBER;5;20260106;164000;299.21;299.21;299.04;299.05;32946
SBER;5;20260106;164500;299.05;299.05;298.8;298.91;32714
SBER;5;20260106;165000;298.91;298.91;298.67;298.71;35055
SBER;5;20260106;165500;298.72;298.72;298.5;298.57;124246
SBER;5;20260106;170000;298.57;298.57;298.2;298.5;117757
SBER;5;20260106;170500;298.49;298.5;298.28;298.4;56635
SBER;5;20260106;171000;298.4;298.4;298.29;298.39;69881
SBER;5;20260106;171500;298.37;298.44;298.3;298.35;69873
SBER;5;20260106;172000;298.38;298.62;298.34;298.58;84946
SBER;5;20260106;172500;298.58;298.58;298.37;298.48;82994
SBER;5;20260106;173000;298.48;298.5;298.43;298.5;24871
SBER;5;20260106;173500;298.5;298.6;298.47;298.58;27194
SBER;5;20260106;174000;298.58;298.73;298.46;298.55;90279
SBER;5;20260106;174500;298.54;298.7;298.48;298.65;39292
SBER;5;20260106;175000;298.65;298.7;298.58;298.65;18431
SBER;5;20260106;175500;298.65;298.66;298.58;298.59;6048
SBER;5;20260106;180000;298.58;298.75;298.58;298.72;22364
SBER;5;20260106;180500;298.72;299;298.7;299;20280
SBER;5;20260106;181000;299.01;299.01;298.79;298.8;86748
SBER;5;20260106;181500;298.8;298.95;298.7;298.71;60276
SBER;5;20260106;182000;298.71;298.85;298.71;298.85;25878
SBER;5;20260106;182500;298.85;299.09;298.85;299.09;57725
SBER;5;20260106;183000;299.09;299.1;298.96;299.06;113894
SBER;5;20260106;183500;299.05;299.14;298.99;299.02;38696
SBER;5;20260106;184500;299.13;299.13;299.13;299.13;13228
SBER;5;20260106;190000;299.12;299.13;298.9;299.06;26715
SBER;5;20260106;190500;299.06;299.13;298.8;298.8;41620
SBER;5;20260106;191000;298.81;298.95;298.78;298.95;17035
SBER;5;20260106;191500;298.95;298.97;298.91;298.91;16742
SBER;5;20260106;192000;298.91;298.93;298.78;298.9;116076
SBER;5;20260106;192500;298.91;298.95;298.91;298.94;7265
SBER;5;20260106;193000;298.95;299.02;298.94;299.01;20635
SBER;5;20260106;193500;299.02;299.07;298.92;298.96;22310
SBER;5;20260106;194000;298.97;299.04;298.89;298.89;10493
SBER;5;20260106;194500;298.89;298.89;298.83;298.88;16473
SBER;5;20260106;195000;298.87;299.04;298.87;299;12040
SBER;5;20260106;195500;299.01;299.03;299;299.02;1573
SBER;5;20260106;200000;299.03;299.04;299;299.03;8137
SBER;5;20260106;200500;299.03;299.1;299;299.01;21397
SBER;5;20260106;201000;299.02;299.02;298.94;298.94;20689
SBER;5;20260106;201500;298.94;298.98;298.94;298.95;14226
SBER;5;20260106;202000;298.97;298.97;298.91;298.91;12909
SBER;5;20260106;202500;298.92;298.93;298.75;298.91;107538
SBER;5;20260106;203000;298.91;298.96;298.89;298.95;8831
SBER;5;20260106;203500;298.95;298.95;298.87;298.92;6956
SBER;5;20260106;204000;298.92;298.92;298.91;298.91;2887
SBER;5;20260106;204500;298.92;298.92;298.91;298.92;3473
SBER;5;20260106;205000;298.92;298.92;298.91;298.92;1740
SBER;5;20260106;205500;298.92;298.92;298.88;298.9;3470
SBER;5;20260106;210000;298.9;298.9;298.87;298.89;3066
SBER;5;20260106;210500;298.89;298.9;298.87;298.88;3018
SBER;5;20260106;211000;298.89;298.97;298.81;298.94;37020
SBER;5;20260106;211500;298.94;298.99;298.93;298.98;23976
SBER;5;20260106;212000;298.98;298.99;298.8;298.93;28794
SBER;5;20260106;212500;298.93;298.95;298.88;298.94;21387
SBER;5;20260106;213000;298.94;298.98;298.92;298.95;21378
SBER;5;20260106;213500;298.95;298.96;298.92;298.93;9137
SBER;5;20260106;214000;298.93;298.95;298.7;298.81;42966
SBER;5;20260106;214500;298.81;298.95;298.8;298.95;17305
SBER;5;20260106;215000;298.95;298.99;298.94;298.99;8980
SBER;5;20260106;215500;298.99;299;298.88;298.89;20504
SBER;5;20260106;220000;298.89;298.97;298.88;298.93;5643
SBER;5;20260106;220500;298.94;298.96;298.86;298.86;6987
SBER;5;20260106;221000;298.86;298.87;298.44;298.58;139814
SBER;5;20260106;221500;298.58;298.79;298.5;298.77;67221
SBER;5;20260106;222000;298.71;298.8;298.67;298.76;20739
SBER;5;20260106;222500;298.76;298.76;298.72;298.75;8927
SBER;5;20260106;223000;298.75;298.83;298.68;298.79;25729
SBER;5;20260106;223500;298.79;298.83;298.69;298.81;43157
SBER;5;20260106;224000;298.81;298.99;298.81;298.89;83144
SBER;5;20260106;224500;298.89;298.97;298.86;298.87;25106
SBER;5;20260106;225000;298.87;298.9;298.82;298.85;9259
SBER;5;20260106;225500;298.85;298.86;298.8;298.86;12330
SBER;5;20260106;230000;298.86;298.96;298.86;298.96;29790
SBER;5;20260106;230500;298.95;299.17;298.95;299.07;72400
SBER;5;20260106;231000;299.07;299.15;299.03;299.11;19144
SBER;5;20260106;231500;299.06;299.11;299.02;299.08;19802
SBER;5;20260106;232000;299.08;299.08;298.95;299.03;18588
SBER;5;20260106;232500;299.03;299.06;298.97;298.99;28233
SBER;5;20260106;233000;298.99;298.99;298.81;298.92;39180
SBER;5;20260106;233500;298.91;299.03;298.9;299.03;7058
SBER;5;20260106;234000;299.03;299.11;299;299.06;30884
SBER;5;20260106;234500;299.06;299.16;299.01;299.08;39208
SBER;5;20260108;070000;296.85;297.67;296.35;297;527782
SBER;5;20260108;070500;297.06;297.31;296.5;296.97;262934
SBER;5;20260108;071000;297.02;297.26;297.02;297.24;44277
SBER;5;20260108;071500;297.25;297.51;297.24;297.39;86764
SBER;5;20260108;072000;297.39;297.5;297.37;297.41;29557
SBER;5;20260108;072500;297.42;297.42;296.86;296.96;150018
SBER;5;20260108;073000;296.96;297.09;296.9;297.02;35962
SBER;5;20260108;073500;297.03;297.38;297.02;297.37;54088
SBER;5;20260108;074000;297.37;297.37;297.08;297.2;21583
SBER;5;20260108;074500;297.2;297.44;297.2;297.37;23936
SBER;5;20260108;075000;297.4;297.4;297.2;297.32;26709
SBER;5;20260108;075500;297.32;297.32;297.01;297.17;18899
SBER;5;20260108;080000;297.17;297.48;297.15;297.48;36598
SBER;5;20260108;080500;297.48;297.5;297.39;297.49;32607
SBER;5;20260108;081000;297.49;297.5;297.45;297.48;17633
SBER;5;20260108;081500;297.48;297.75;297.47;297.73;45874
SBER;5;20260108;082000;297.74;297.74;297.52;297.55;18580
SBER;5;20260108;082500;297.55;297.61;297.5;297.56;17904
SBER;5;20260108;083000;297.56;297.56;297.41;297.56;50807
SBER;5;20260108;083500;297.56;297.56;297.51;297.51;13916
SBER;5;20260108;084000;297.52;297.52;297.42;297.48;9256
SBER;5;20260108;084500;297.48;297.7;297.43;297.69;30621
SBER;5;20260108;085000;297.68;297.75;297.62;297.74;16741
SBER;5;20260108;085500;297.74;297.74;297.43;297.44;59312
SBER;5;20260108;090000;297.47;297.92;297.47;297.8;111315
SBER;5;20260108;090500;297.81;298.11;297.44;297.46;207155
SBER;5;20260108;091000;297.46;297.57;297.25;297.57;116273
SBER;5;20260108;091500;297.56;297.56;297.45;297.49;20675
SBER;5;20260108;092000;297.49;297.57;297.4;297.4;15353
SBER;5;20260108;092500;297.4;297.4;297.34;297.37;18302
SBER;5;20260108;093000;297.36;297.4;297.29;297.4;22394
SBER;5;20260108;093500;297.39;297.57;297.35;297.54;41877
SBER;5;20260108;094000;297.54;297.7;297.5;297.7;48518
SBER;5;20260108;094500;297.69;297.7;297.62;297.63;28454
SBER;5;20260108;095000;297.63;297.9;297.62;297.9;33590
SBER;5;20260108;095500;297.85;297.99;297.84;297.95;49768
SBER;5;20260108;100000;297.93;297.94;297.49;297.72;152728
SBER;5;20260108;100500;297.72;297.94;297.62;297.94;89390
SBER;5;20260108;101000;297.95;297.99;297.75;297.99;220247
