<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SBER;5;20260119;214500;303.99;304;303.92;303.99;17326
SBER;5;20260119;215000;303.99;303.99;303.94;303.97;7804
SBER;5;20260119;215500;303.97;303.97;303.96;303.97;4164
SBER;5;20260119;220000;303.97;303.97;303.85;303.85;90370
SBER;5;20260119;220500;303.86;303.86;303.71;303.76;40990
SBER;5;20260119;221000;303.75;303.84;303.75;303.77;19398
SBER;5;20260119;221500;303.77;303.8;303.75;303.78;19082
SBER;5;20260119;222000;303.78;303.79;303.72;303.79;10999
SBER;5;20260119;222500;303.79;303.79;303.72;303.76;13582
SBER;5;20260119;223000;303.76;303.77;303.67;303.71;38884
SBER;5;20260119;223500;303.71;303.81;303.69;303.79;27741
SBER;5;20260119;224000;303.79;303.8;303.74;303.75;15332
SBER;5;20260119;224500;303.75;303.78;303.71;303.72;2861
SBER;5;20260119;225000;303.71;303.78;303.71;303.77;19311
SBER;5;20260119;225500;303.78;303.78;303.67;303.68;32115
SBER;5;20260119;230000;303.68;303.68;303.5;303.52;118737
SBER;5;20260119;230500;303.55;303.73;303.48;303.59;53604
SBER;5;20260119;231000;303.6;303.6;303.55;303.6;14142
SBER;5;20260119;231500;303.6;303.6;303.59;303.6;2917
SBER;5;20260119;232000;303.6;303.67;303.59;303.67;24113
SBER;5;20260119;232500;303.67;303.67;303.63;303.64;6081
SBER;5;20260119;233000;303.66;303.69;303.48;303.5;39939
SBER;5;20260119;233500;303.5;303.5;303.45;303.49;23048
SBER;5;20260119;234000;303.5;303.5;303.48;303.48;17913
SBER;5;20260119;234500;303.48;303.62;303.32;303.62;80052
SBER;5;20260120;070000;303.9;304.14;303.62;304.05;137864
SBER;5;20260120;070500;304.05;304.18;303.8;303.9;78862
SBER;5;20260120;071000;303.95;304.1;303.85;304.06;26147
SBER;5;20260120;071500;304.07;304.07;303.89;303.95;9389
SBER;5;20260120;072000;303.95;304.18;303.88;304.13;46170
SBER;5;20260120;072500;304.13;304.15;304.05;304.15;12872
SBER;5;20260120;073000;304.15;304.3;304.15;304.23;13796
SBER;5;20260120;073500;304.26;304.35;304.1;304.15;21798
SBER;5;20260120;074000;304.14;304.33;304.1;304.32;9885
SBER;5;20260120;074500;304.32;304.35;304.25;304.3;29378
SBER;5;20260120;075000;304.28;304.32;304.08;304.25;37421
SBER;5;20260120;075500;304.22;304.27;304.2;304.27;2405
SBER;5;20260120;080000;304.27;304.3;304.25;304.29;7214
SBER;5;20260120;080500;304.3;304.34;304.26;304.29;10770
SBER;5;20260120;081000;304.29;304.29;304.09;304.19;24629
SBER;5;20260120;081500;304.2;304.5;304.18;304.49;31278
SBER;5;20260120;082000;304.48;304.48;304.33;304.34;15552
SBER;5;20260120;082500;304.34;304.44;304.33;304.44;13038
SBER;5;20260120;083000;304.44;304.44;304.38;304.4;6365
SBER;5;20260120;083500;304.41;304.51;304.38;304.45;36902
SBER;5;20260120;084000;304.5;304.51;304.3;304.3;42849
SBER;5;20260120;084500;304.31;304.32;304.26;304.26;11258
SBER;5;20260120;085000;304.28;304.29;304.26;304.27;3817
SBER;5;20260120;085500;304.27;304.4;304.26;304.3;61120
SBER;5;20260120;090000;304.29;304.29;303.96;304.08;112323
SBER;5;20260120;090500;304.08;304.18;303.98;304.16;67573
SBER;5;20260120;091000;304.15;304.15;303.56;303.65;297568
SBER;5;20260120;091500;303.64;304.12;303.64;304.1;108851
SBER;5;20260120;092000;304.1;304.12;303.86;304.01;32312
SBER;5;20260120;092500;304.02;304.1;303.87;303.87;61451
SBER;5;20260120;093000;303.86;304.07;303.8;304;17015
SBER;5;20260120;093500;304;304.09;303.92;304.07;22130
SBER;5;20260120;094000;304.09;304.09;303.98;303.99;11784
SBER;5;20260120;094500;303.99;303.99;303.91;303.94;8046
SBER;5;20260120;095000;303.94;304.05;303.91;303.94;56582
SBER;5;20260120;095500;303.93;303.94;303.71;303.85;87187
SBER;5;20260120;100000;303.85;303.89;303.38;303.43;155383
SBER;5;20260120;100500;303.4;303.42;302.9;303.33;499492
SBER;5;20260120;101000;303.33;303.42;303.21;303.26;131942
SBER;5;20260120;101500;303.22;303.24;303.03;303.07;83332
SBER;5;20260120;102000;303.06;303.49;303;303.46;294021
SBER;5;20260120;102500;303.46;303.46;303.09;303.09;87662
SBER;5;20260120;103000;303.09;303.17;303.04;303.17;105197
SBER;5;20260120;103500;303.17;303.31;303.01;303.26;97913
SBER;5;20260120;104000;303.27;303.3;303.15;303.19;43218
SBER;5;20260120;104500;303.17;303.21;303;303.09;185063
SBER;5;20260120;105000;303.1;303.27;303;303.19;120516
SBER;5;20260120;105500;303.19;303.19;303.04;303.11;143589
SBER;5;20260120;110000;303.11;303.12;303.01;303.04;126334
SBER;5;20260120;110500;303.05;303.19;303;303.19;111208
SBER;5;20260120;111000;303.19;303.28;303.05;303.07;172209
SBER;5;20260120;111500;303.07;303.2;303;303.19;227875
SBER;5;20260120;112000;303.19;303.34;303;303.02;151161
SBER;5;20260120;112500;303.02;303.12;302.9;303.12;115446
SBER;5;20260120;113000;303.12;303.34;302.98;303.13;243163
SBER;5;20260120;113500;303.13;303.13;302.94;302.96;100657
SBER;5;20260120;114000;302.96;303.11;302.94;303.07;76923
SBER;5;20260120;114500;303.1;303.21;302.9;302.97;126009
SBER;5;20260120;115000;302.98;302.98;302.96;302.98;62954
SBER;5;20260120;115500;302.98;303;302.97;302.99;79746
SBER;5;20260120;120000;302.99;302.99;302.47;302.64;296558
SBER;5;20260120;120500;302.62;302.63;302.47;302.5;136536
SBER;5;20260120;121000;302.5;302.71;302.47;302.62;563939
SBER;5;20260120;121500;302.63;303.47;302.47;303.19;1691449
SBER;5;20260120;122000;303.2;303.27;302.96;303.11;174900
SBER;5;20260120;122500;303.1;303.11;302.67;302.78;160745
SBER;5;20260120;123000;302.77;302.79;302.67;302.71;99556
SBER;5;20260120;123500;302.71;302.79;302.64;302.78;127113
SBER;5;20260120;124000;302.78;303;302.77;302.97;79199
SBER;5;20260120;124500;302.97;303.2;302.93;303.11;57327
SBER;5;20260120;125000;303.13;303.14;303.04;303.1;34251
SBER;5;20260120;125500;303.1;303.19;303.09;303.12;97560
SBER;5;20260120;130000;303.12;303.18;303.11;303.17;31074
SBER;5;20260120;130500;303.17;303.17;303.02;303.08;35711
SBER;5;20260120;131000;303.07;303.12;303;303.06;27816
SBER;5;20260120;131500;303.07;303.17;303.03;303.04;31355
SBER;5;20260120;132000;303.05;303.15;303.03;303.15;44364
SBER;5;20260120;132500;303.15;303.3;303.14;303.3;26270
SBER;5;20260120;133000;303.3;303.46;303.25;303.42;112072
SBER;5;20260120;133500;303.42;303.44;303.23;303.24;61274
SBER;5;20260120;134000;303.23;303.28;303;303.2;99433
SBER;5;20260120;134500;303.19;303.27;303.08;303.17;43503
SBER;5;20260120;135000;303.17;303.22;303;303.07;109407
SBER;5;20260120;135500;303.07;303.19;303.02;303.15;43401
SBER;5;20260120;140000;303.15;303.15;303;303.02;36941
SBER;5;20260120;140500;303.02;303.12;303;303.1;77586
SBER;5;20260120;141000;303.1;303.11;302.85;302.87;100851
SBER;5;20260120;141500;302.87;303.11;302.85;303.04;51870
SBER;5;20260120;142000;303.03;303.04;303;303.03;9109
SBER;5;20260120;142500;303.03;303.11;302.98;303.11;55036
SBER;5;20260120;143000;303.11;303.11;302.79;302.8;52312
SBER;5;20260120;143500;302.8;302.8;302.7;302.8;68041
SBER;5;20260120;144000;302.8;302.8;302.79;302.8;21941
SBER;5;20260120;144500;302.8;302.8;302.63;302.7;54077
SBER;5;20260120;145000;302.69;302.89;302.69;302.85;91483
SBER;5;20260120;145500;302.85;302.89;302.79;302.87;42045
SBER;5;20260120;150000;302.87;302.96;302.85;302.94;16417
SBER;5;20260120;150500;302.95;302.99;302.92;302.97;22747
SBER;5;20260120;151000;302.97;302.98;302.88;302.96;23750
SBER;5;20260120;151500;302.96;302.96;302.77;302.78;36373
SBER;5;20260120;152000;302.78;302.78;302.55;302.57;102708
SBER;5;20260120;152500;302.57;302.74;302.52;302.7;76915
SBER;5;20260120;153000;302.7;302.7;302.6;302.61;14959
SBER;5;20260120;153500;302.61;302.85;302.58;302.84;58908
SBER;5;20260120;154000;302.83;303.12;302.83;303.12;192875
SBER;5;20260120;154500;303.12;303.25;303.1;303.25;66276
SBER;5;20260120;155000;303.25;303.35;303.24;303.35;66467
SBER;5;20260120;155500;303.35;303.45;303.34;303.4;89709
SBER;5;20260120;160000;303.4;304.06;303.39;303.63;414895
SBER;5;20260120;160500;303.63;303.76;303.59;303.7;144370
SBER;5;20260120;161000;303.7;303.86;303.69;303.81;76524
SBER;5;20260120;161500;303.82;304;303.77;303.95;41749
SBER;5;20260120;162000;303.95;303.96;303.71;303.8;60641
SBER;5;20260120;162500;303.79;303.87;303.69;303.85;86938
SBER;5;20260120;163000;303.84;303.86;303.72;303.83;96816
SBER;5;20260120;163500;303.83;303.98;303.82;303.97;59543
SBER;5;20260120;164000;303.97;303.98;303.72;303.83;83843
SBER;5;20260120;164500;303.84;303.91;303.77;303.87;38920
SBER;5;20260120;165000;303.87;303.92;303.86;303.9;41023
SBER;5;20260120;165500;303.9;303.95;303.87;303.92;49925
SBER;5;20260120;170000;303.94;303.95;303.5;303.65;150104
SBER;5;20260120;170500;303.68;303.9;303.65;303.9;73755
SBER;5;20260120;171000;303.9;303.94;303.74;303.85;81190
SBER;5;20260120;171500;303.84;304.05;303.84;304;229112
SBER;5;20260120;172000;304;304.65;303.56;304.24;1202810
SBER;5;20260120;172500;304.24;304.38;304.23;304.38;144528
SBER;5;20260120;173000;304.37;304.56;304.34;304.36;168370
SBER;5;20260120;173500;304.35;304.46;304.35;304.38;75786
SBER;5;20260120;174000;304.37;304.48;304.27;304.37;268572
SBER;5;20260120;174500;304.39;304.49;304.23;304.46;319635
SBER;5;20260120;175000;304.46;304.5;304.25;304.3;113981
SBER;5;20260120;175500;304.3;304.3;304.07;304.15;56401
SBER;5;20260120;180000;304.14;304.24;304.13;304.14;37352
SBER;5;20260120;180500;304.14;304.19;304.01;304.05;83890
SBER;5;20260120;181000;304.05;304.15;303.95;304.01;195195
SBER;5;20260120;181500;304;304.12;303.88;303.96;136195
SBER;5;20260120;182000;303.95;303.99;303.77;303.95;153569
SBER;5;20260120;182500;303.95;303.95;303.79;303.84;51717
SBER;5;20260120;183000;303.84;304;303.75;304;93863
SBER;5;20260120;183500;303.99;304.02;303.83;303.86;147542
SBER;5;20260120;184500;303.86;303.86;303.86;303.86;2692
SBER;5;20260120;190000;303.85;304.14;303.85;304;22790
SBER;5;20260120;190500;304.08;304.08;303.86;303.95;67456
SBER;5;20260120;191000;303.95;304;303.91;303.99;13305
SBER;5;20260120;191500;303.98;304.1;303.93;304.07;147145
SBER;5;20260120;192000;304.07;304.07;303.62;303.75;60755
SBER;5;20260120;192500;303.75;303.75;303.71;303.75;24705
SBER;5;20260120;193000;303.75;303.84;303.74;303.78;6834
SBER;5;20260120;193500;303.77;303.8;303.72;303.78;14245
SBER;5;20260120;194000;303.78;303.92;303.76;303.92;27871
SBER;5;20260120;194500;303.92;303.92;303.75;303.8;3820
SBER;5;20260120;195000;303.8;303.84;303.77;303.84;2923
SBER;5;20260120;195500;303.84;303.9;303.81;303.86;14828
SBER;5;20260120;200000;303.86;303.9;303.8;303.9;25265
SBER;5;20260120;200500;303.9;303.92;303.74;303.9;17999
SBER;5;20260120;201000;303.92;303.92;303.81;303.91;12246
SBER;5;20260120;201500;303.92;303.95;303.89;303.95;3008
SBER;5;20260120;202000;303.95;303.95;303.82;303.88;9531
SBER;5;20260120;202500;303.85;303.91;303.81;303.82;10726
SBER;5;20260120;203000;303.82;303.93;303.81;303.86;10027
SBER;5;20260120;203500;303.91;303.93;303.88;303.92;3482
SBER;5;20260120;204000;303.92;303.92;303.9;303.9;13664
SBER;5;20260120;204500;303.91;303.92;303.9;303.92;5651
SBER;5;20260120;205000;303.92;303.92;303.89;303.91;3341
SBER;5;20260120;205500;303.9;303.9;303.81;303.87;17771
SBER;5;20260120;210000;303.87;303.88;303.73;303.86;6510
SBER;5;20260120;210500;303.86;303.95;303.85;303.93;10240
SBER;5;20260120;211000;303.93;304.01;303.92;303.94;38223
SBER;5;20260120;211500;303.96;304.29;303.95;304.25;138408
SBER;5;20260120;212000;304.22;304.3;304.09;304.1;51848
SBER;5;20260120;212500;304.09;304.1;303.91;303.99;18837
SBER;5;20260120;213000;303.98;304;303.98;304;3587
SBER;5;20260120;213500;304;304;303.99;303.99;20855
SBER;5;20260120;214000;304;304.09;304;304.02;12602
SBER;5;20260120;214500;304;304.02;303.99;304;16485
SBER;5;20260120;215000;304;304.05;303.99;304.05;29573
SBER;5;20260120;215500;304.05;304.09;304.04;304.08;5912
SBER;5;20260120;220000;304.07;304.1;304.04;304.07;4221
SBER;5;20260120;220500;304.07;304.1;303.99;304.07;36125
SBER;5;20260120;221000;304.07;304.1;304.03;304.09;18514
SBER;5;20260120;221500;304.1;304.2;304.09;304.2;48101
SBER;5;20260120;222000;304.2;304.35;304.18;304.35;64460
SBER;5;20260120;222500;304.35;304.35;304.27;304.33;35690
SBER;5;20260120;223000;304.33;304.35;304.32;304.34;15467
SBER;5;20260120;223500;304.35;304.35;304.31;304.32;8418
SBER;5;20260120;224000;304.33;304.34;304.3;304.32;5489
SBER;5;20260120;224500;304.3;304.33;304.3;304.31;13636
SBER;5;20260120;225000;304.3;304.32;304.3;304.32;4594
SBER;5;20260120;225500;304.31;304.33;304.3;304.33;32780
SBER;5;20260120;230000;304.33;304.33;304.31;304.32;30520
SBER;5;20260120;230500;304.32;304.33;304.13;304.21;52880
SBER;5;20260120;231000;304.2;304.25;303.98;304.06;56747
SBER;5;20260120;231500;304.06;304.06;303.95;303.97;7612
SBER;5;20260120;232000;303.97;304.06;303.95;304.06;10379
SBER;5;20260120;232500;304.06;304.06;304.01;304.03;2378
SBER;5;20260120;233000;304.03;304.05;304;304;14850
SBER;5;20260120;233500;304.01;304.05;303.93;303.96;22364
SBER;5;20260120;234000;304;304.04;303.89;304.03;26179
SBER;5;20260120;234500;304.03;304.06;304;304.03;17152
SBER;5;20260121;070000;304.03;304.31;304.03;304.28;34898
SBER;5;20260121;070500;304.28;304.3;304.15;304.23;11095
SBER;5;20260121;071000;304.23;304.25;304;304.14;15240
SBER;5;20260121;071500;304.14;304.25;304.12;304.17;23962
SBER;5;20260121;072000;304.17;304.26;304.09;304.16;16138
SBER;5;20260121;072500;304.17;304.17;304.11;304.12;17063
SBER;5;20260121;073000;304.12;304.26;304.12;304.17;44084
SBER;5;20260121;073500;304.16;304.17;304.03;304.13;7454
SBER;5;20260121;074000;304.13;304.22;304.12;304.19;4646
SBER;5;20260121;074500;304.19;304.22;304.17;304.18;2355
SBER;5;20260121;075000;304.18;304.19;304.02;304.1;9294
SBER;5;20260121;075500;304.11;304.16;304.05;304.15;15395
SBER;5;20260121;080000;304.15;304.15;303.69;303.7;65080
SBER;5;20260121;080500;303.7;303.93;303.42;303.8;82299
SBER;5;20260121;081000;303.8;303.95;303.8;303.9;8586
SBER;5;20260121;081500;303.95;303.98;303.9;303.94;3656
SBER;5;20260121;082000;303.95;303.95;303.77;303.82;13907
SBER;5;20260121;082500;303.82;303.83;303.79;303.81;5263
SBER;5;20260121;083000;303.81;303.93;303.75;303.93;34694
SBER;5;20260121;083500;303.93;303.98;303.81;303.93;35118
SBER;5;20260121;084000;303.93;303.96;303.8;303.96;9699
SBER;5;20260121;084500;303.91;304.05;303.85;303.95;13991
SBER;5;20260121;085000;303.9;303.99;303.75;303.9;19832
SBER;5;20260121;085500;303.9;303.91;303.88;303.91;3707
SBER;5;20260121;090000;303.91;303.91;303.15;303.38;182284
SBER;5;20260121;090500;303.39;303.5;303.39;303.49;46745
SBER;5;20260121;091000;303.49;303.9;303.48;303.76;93130
SBER;5;20260121;091500;303.75;303.95;303.74;303.87;34541
SBER;5;20260121;092000;303.9;303.99;303.78;303.97;52458
SBER;5;20260121;092500;303.97;304;303.94;303.99;20632
SBER;5;20260121;093000;303.99;304.2;303.9;304.15;124156
SBER;5;20260121;093500;304.13;304.15;304;304.08;34761
SBER;5;20260121;094000;304.08;304.08;303.89;303.89;52113
SBER;5;20260121;094500;303.9;303.97;303.81;303.88;59292
SBER;5;20260121;095000;303.87;303.98;303.8;303.96;36994
SBER;5;20260121;095500;303.96;304.1;303.89;304.1;79593
SBER;5;20260121;100000;304.08;304.12;303.72;304.01;293018
SBER;5;20260121;100500;304.01;304.05;303.74;303.79;99785
SBER;5;20260121;101000;303.79;304.51;303.43;304.11;999163
SBER;5;20260121;101500;304.16;304.16;303.66;303.69;126171
SBER;5;20260121;102000;303.71;303.71;303.2;303.38;347022
SBER;5;20260121;102500;303.37;303.38;303;303.14;319324
SBER;5;20260121;103000;303.15;303.35;303.1;303.26;110336
SBER;5;20260121;103500;303.25;303.44;303.21;303.43;169673
SBER;5;20260121;104000;303.44;303.63;303.4;303.55;45270
SBER;5;20260121;104500;303.58;303.77;303.55;303.69;59770
SBER;5;20260121;105000;303.69;303.72;303.62;303.62;37529
SBER;5;20260121;105500;303.62;303.62;303.47;303.5;62604
SBER;5;20260121;110000;303.49;303.52;303.29;303.32;79685
SBER;5;20260121;110500;303.32;303.34;303.17;303.25;38891
SBER;5;20260121;111000;303.23;303.27;303.19;303.23;18438
SBER;5;20260121;111500;303.22;303.46;303.19;303.43;104330
SBER;5;20260121;112000;303.42;303.64;303.42;303.6;38225
SBER;5;20260121;112500;303.64;303.68;303.41;303.57;38401
SBER;5;20260121;113000;303.57;303.57;303.55;303.56;17256
SBER;5;20260121;113500;303.56;303.56;303.4;303.52;47624
SBER;5;20260121;114000;303.52;303.59;303.5;303.58;27830
SBER;5;20260121;114500;303.58;303.58;303.5;303.54;21760
SBER;5;20260121;115000;303.53;303.59;303.5;303.59;12389
SBER;5;20260121;115500;303.59;303.75;303.55;303.68;43273
SBER;5;20260121;120000;303.67;303.87;303.56;303.74;50213
SBER;5;20260121;120500;303.74;303.8;303.63;303.8;46373
SBER;5;20260121;121000;303.77;303.9;303.77;303.8;47084
SBER;5;20260121;121500;303.79;304;303.79;303.91;221180
SBER;5;20260121;122000;303.98;304.8;303.93;304.68;775780
SBER;5;20260121;122500;304.7;305;304.69;304.83;1434954
SBER;5;20260121;123000;304.84;305;304.72;304.72;290251
SBER;5;20260121;123500;304.75;304.85;304.68;304.84;190579
SBER;5;20260121;124000;304.82;305.08;304.8;305.08;405686
SBER;5;20260121;124500;305.08;305.11;304.88;305.02;244886
SBER;5;20260121;125000;304.98;305;304.74;304.88;195537
SBER;5;20260121;125500;304.87;304.98;304.69;304.69;284358
SBER;5;20260121;130000;304.68;304.81;304.63;304.79;134733
SBER;5;20260121;130500;304.79;304.8;304.7;304.74;33103
SBER;5;20260121;131000;304.74;304.8;304.65;304.65;44168
SBER;5;20260121;131500;304.68;305.7;304.66;305.56;699810
SBER;5;20260121;132000;305.57;305.98;305.57;305.92;889165
SBER;5;20260121;132500;305.92;305.93;305.61;305.7;369932
SBER;5;20260121;133000;305.71;305.85;305.61;305.67;257871
SBER;5;20260121;133500;305.67;306.23;305.66;306.01;1298395
SBER;5;20260121;134000;306.04;306.25;305.8;305.86;477182
SBER;5;20260121;134500;305.86;305.92;305.83;305.9;132689
SBER;5;20260121;135000;305.9;305.92;305.87;305.91;141533
SBER;5;20260121;135500;305.92;306.08;305.91;305.98;247704
SBER;5;20260121;140000;305.98;306.2;305.83;306.18;328330
SBER;5;20260121;140500;306.16;306.5;306.15;306.5;733561
SBER;5;20260121;141000;306.5;306.51;306.4;306.41;452587
SBER;5;20260121;141500;306.42;306.72;306.42;306.7;406514
SBER;5;20260121;142000;306.71;306.78;306.53;306.73;256237
SBER;5;20260121;142500;306.72;306.94;306.63;306.76;529104
SBER;5;20260121;143000;306.76;306.86;306.61;306.7;318563
SBER;5;20260121;143500;306.7;306.78;306.43;306.5;315674
SBER;5;20260121;144000;306.5;306.54;306.13;306.14;152140
SBER;5;20260121;144500;306.15;306.26;306.04;306.08;204630
SBER;5;20260121;145000;306.1;306.25;305.89;306.03;339977
SBER;5;20260121;145500;306.01;306.14;306;306.01;105259
SBER;5;20260121;150000;306.01;306.22;305.91;306.17;186392
SBER;5;20260121;150500;306.18;306.19;305.9;305.95;77049
SBER;5;20260121;151000;305.95;305.99;305.76;305.8;155437
SBER;5;20260121;151500;305.8;305.84;305.79;305.82;88616
SBER;5;20260121;152000;305.81;305.99;305.8;305.92;128232
SBER;5;20260121;152500;305.92;305.96;305.81;305.83;151675
SBER;5;20260121;153000;305.83;305.92;305.5;305.88;293284
SBER;5;20260121;153500;305.87;306.09;305.82;306.04;176638
SBER;5;20260121;154000;306.05;306.07;306;306.02;41359
SBER;5;20260121;154500;306.03;306.03;305.84;305.9;60895
SBER;5;20260121;155000;305.93;306.02;305.8;305.91;112681
SBER;5;20260121;155500;305.91;306.15;305.89;306.06;35373
SBER;5;20260121;160000;306.06;306.18;306.01;306.18;46930
SBER;5;20260121;160500;306.18;306.18;306;306.01;61890
SBER;5;20260121;161000;306.01;306.01;305.95;305.98;43727
SBER;5;20260121;161500;305.98;306.02;305.95;305.99;26509
SBER;5;20260121;162000;305.99;305.99;305.79;305.89;115016
SBER;5;20260121;162500;305.9;305.9;305.72;305.77;84646
SBER;5;20260121;163000;305.76;305.79;305.7;305.74;47886
SBER;5;20260121;163500;305.74;305.97;305.74;305.96;67848
SBER;5;20260121;164000;305.97;305.97;305.85;305.93;39673
SBER;5;20260121;164500;305.93;306.11;305.81;306.02;131197
SBER;5;20260121;165000;306.02;306.09;305.85;305.9;114260
SBER;5;20260121;165500;305.9;306.05;305.9;305.99;26707
SBER;5;20260121;170000;306;306.09;306;306.03;41908
SBER;5;20260121;170500;306.03;306.03;305.92;305.98;193598
SBER;5;20260121;171000;305.99;306.02;305.98;306.02;43130
SBER;5;20260121;171500;306.02;306.17;305.82;305.96;235462
SBER;5;20260121;172000;305.96;306.15;305.95;306.11;159632
SBER;5;20260121;172500;306.11;306.25;306.01;306.24;110844
SBER;5;20260121;173000;306.25;306.38;306.24;306.36;725123
SBER;5;20260121;173500;306.37;306.41;306.31;306.38;159788
SBER;5;20260121;174000;306.37;306.4;306.3;306.32;42499
SBER;5;20260121;174500;306.32;306.47;306.26;306.32;96444
SBER;5;20260121;175000;306.33;306.35;306.16;306.17;96027
SBER;5;20260121;175500;306.16;306.18;306;306.02;105496
SBER;5;20260121;180000;306.03;306.1;305.99;306.01;178624
SBER;5;20260121;180500;306.04;306.04;305.95;305.99;34542
SBER;5;20260121;181000;305.99;306;305.76;305.85;62411
SBER;5;20260121;181500;305.84;305.91;305.81;305.87;48114
SBER;5;20260121;182000;305.86;305.97;305.82;305.95;89564
SBER;5;20260121;182500;305.95;305.97;305.82;305.87;153316
SBER;5;20260121;183000;305.88;305.9;305.6;305.74;227253
SBER;5;20260121;183500;305.77;305.8;305.58;305.77;218996
SBER;5;20260121;184500;306;306;306;306;27490
SBER;5;20260121;190000;305.96;305.96;305.26;305.4;340712
SBER;5;20260121;190500;305.4;305.76;305.4;305.67;139856
SBER;5;20260121;191000;305.67;305.68;305.6;305.62;23210
SBER;5;20260121;191500;305.62;305.63;305.6;305.6;49930
SBER;5;20260121;192000;305.61;305.74;305.55;305.72;33589
SBER;5;20260121;192500;305.72;305.74;305.5;305.53;31046
SBER;5;20260121;193000;305.54;305.68;305.51;305.67;18141
SBER;5;20260121;193500;305.67;305.68;305.52;305.57;28990
SBER;5;20260121;194000;305.57;305.64;305.54;305.6;11256
SBER;5;20260121;194500;305.59;305.64;305.5;305.51;25425
SBER;5;20260121;195000;305.5;305.53;305.42;305.5;73698
SBER;5;20260121;195500;305.5;305.5;305.46;305.49;12181
SBER;5;20260121;200000;305.5;305.5;305.46;305.49;12342
SBER;5;20260121;200500;305.48;305.5;305.45;305.5;30899
SBER;5;20260121;201000;305.5;305.5;305.45;305.48;18286
SBER;5;20260121;201500;305.48;305.5;305.45;305.48;29433
SBER;5;20260121;202000;305.48;305.5;305.47;305.49;13935
SBER;5;20260121;202500;305.5;305.51;305.4;305.48;56920
SBER;5;20260121;203000;305.49;305.65;305.47;305.63;98070
SBER;5;20260121;203500;305.65;305.8;305.63;305.74;50779
SBER;5;20260121;204000;305.74;305.74;305.56;305.65;51168
SBER;5;20260121;204500;305.65;305.74;305.63;305.73;9951
SBER;5;20260121;205000;305.73;305.74;305.7;305.71;9250
SBER;5;20260121;205500;305.71;305.87;305.7;305.86;18108
SBER;5;20260121;210000;305.85;305.89;305.83;305.86;8890
SBER;5;20260121;210500;305.86;305.94;305.85;305.9;89459
SBER;5;20260121;211000;305.88;305.94;305.86;305.93;60651
SBER;5;20260121;211500;305.94;305.94;305.86;305.94;8524
SBER;5;20260121;212000;305.94;306;305.93;305.99;97786
SBER;5;20260121;212500;305.99;305.99;305.94;305.98;8190
SBER;5;20260121;213000;305.96;305.98;305.88;305.89;20327
SBER;5;20260121;213500;305.89;305.96;305.88;305.93;5781
SBER;5;20260121;214000;305.93;305.93;305.91;305.93;4145
SBER;5;20260121;214500;305.93;306;305.92;305.98;16284
SBER;5;20260121;215000;306;306;305.96;305.98;17122
SBER;5;20260121;215500;305.98;305.99;305.92;305.95;2428
SBER;5;20260121;220000;305.94;305.98;305.94;305.94;7067
SBER;5;20260121;220500;305.95;305.95;305.9;305.92;11993
SBER;5;20260121;221000;305.93;305.97;305.91;305.93;8347
SBER;5;20260121;221500;305.93;306;305.92;305.99;110414
SBER;5;20260121;222000;306;306;305.91;305.91;7038
SBER;5;20260121;222500;305.92;305.92;305.84;305.89;10312
SBER;5;20260121;223000;305.89;306;305.85;306;152609
SBER;5;20260121;223500;306;306.48;306;306.43;267844
SBER;5;20260121;224000;306.41;306.49;305.7;306.06;320231
SBER;5;20260121;224500;306.05;306.34;306.04;306.27;96778
SBER;5;20260121;225000;306.25;306.32;306;306.06;78527
SBER;5;20260121;225500;306.09;306.4;306.08;306.35;32430
SBER;5;20260121;230000;306.33;306.44;306.25;306.36;25062
SBER;5;20260121;230500;306.36;306.4;306.33;306.37;34482
SBER;5;20260121;231000;306.34;306.4;306.32;306.33;11471
SBER;5;20260121;231500;306.33;306.49;306.17;306.46;132774
SBER;5;20260121;232000;306.45;306.5;306.35;306.44;92864
SBER;5;20260121;232500;306.44;306.45;306.36;306.39;28274
SBER;5;20260121;233000;306.39;306.55;306.3;306.47;225602
SBER;5;20260121;233500;306.5;306.55;306.46;306.54;49732
SBER;5;20260121;234000;306.53;306.54;306.43;306.5;81117
SBER;5;20260121;234500;306.5;306.5;306.27;306.49;97954
SBER;5;20260122;070000;306.64;307;306.61;306.78;112501
SBER;5;20260122;070500;306.76;307;306.69;306.98;67301
SBER;5;20260122;071000;306.98;307;306.72;306.77;31473
SBER;5;20260122;071500;306.74;306.75;306.54;306.54;37298
SBER;5;20260122;072000;306.54;306.78;306.49;306.78;43865
SBER;5;20260122;072500;306.76;306.79;306.4;306.57;68624
SBER;5;20260122;073000;306.58;306.63;306.51;306.59;29407
SBER;5;20260122;073500;306.57;306.6;306.36;306.46;24550
SBER;5;20260122;074000;306.41;306.52;306.35;306.52;40794
SBER;5;20260122;074500;306.47;306.7;306.47;306.7;26937
SBER;5;20260122;075000;306.69;306.74;306.57;306.73;17808
SBER;5;20260122;075500;306.73;306.8;306.65;306.77;28114
SBER;5;20260122;080000;306.76;306.81;306.68;306.77;16218
SBER;5;20260122;080500;306.77;306.8;306.7;306.75;44660
SBER;5;20260122;081000;306.76;306.85;306.75;306.81;23295
SBER;5;20260122;081500;306.81;306.85;306.62;306.7;37835
SBER;5;20260122;082000;306.71;306.79;306.7;306.7;24770
